NAME_1,NAME_2,lon,lat,F.dap,F,FDATE,FMCD,FACD,FDEP,FAMN,FAMP,FAMK,FAMC,FAMO,FOCD,FERNAME,q25,q50,q75
Kisumu,Kisumu West,34.625,-0.125,0,1,NA,FE006,AP004,5,42,27,0,-99,-99,-99,3rd fert. 1st application,64,66,73
Kisumu,Kisumu West,34.625,-0.125,42,2,NA,FE006,AP004,5,70,45,0,-99,-99,-99,3rd fert. 2nd application,64,66,73
Kisumu,Kisumu West,34.675,-0.125,0,1,NA,FE006,AP004,5,60,57,0,-99,-99,-99,1st fert. 1st application,62,69,76
Kisumu,Kisumu West,34.675,-0.125,42,2,NA,FE006,AP004,5,36,34,0,-99,-99,-99,1st fert. 2nd application,62,69,76
Kisumu,Kisumu West,34.675,-0.125,0,1,NA,FE006,AP004,5,48,46,0,-99,-99,-99,2nd fert. 1st application,62,69,76
Kisumu,Kisumu West,34.675,-0.125,42,2,NA,FE006,AP004,5,48,46,0,-99,-99,-99,2nd fert. 2nd application,62,69,76
Kisumu,Kisumu West,34.675,-0.125,0,1,NA,FE006,AP004,5,36,34,0,-99,-99,-99,3rd fert. 1st application,62,69,76
Kisumu,Kisumu West,34.675,-0.125,42,2,NA,FE006,AP004,5,60,57,0,-99,-99,-99,3rd fert. 2nd application,62,69,76
Kisumu,Kisumu Central,34.725,-0.125,0,1,NA,FE006,AP004,5,65,41,0,-99,-99,-99,1st fert. 1st application,67,70,72
Kisumu,Kisumu Central,34.725,-0.125,42,2,NA,FE006,AP004,5,39,25,0,-99,-99,-99,1st fert. 2nd application,67,70,72
Kisumu,Kisumu Central,34.725,-0.125,0,1,NA,FE006,AP004,5,52,33,0,-99,-99,-99,2nd fert. 1st application,67,70,72
Kisumu,Kisumu Central,34.725,-0.125,42,2,NA,FE006,AP004,5,52,33,0,-99,-99,-99,2nd fert. 2nd application,67,70,72
Kisumu,Kisumu Central,34.725,-0.125,0,1,NA,FE006,AP004,5,39,25,0,-99,-99,-99,3rd fert. 1st application,67,70,72
Kisumu,Kisumu Central,34.725,-0.125,42,2,NA,FE006,AP004,5,65,41,0,-99,-99,-99,3rd fert. 2nd application,67,70,72
Kisumu,Kisumu East,34.775,-0.125,0,1,NA,FE006,AP004,5,26,40,0,-99,-99,-99,1st fert. 1st application,70,70,79
Kisumu,Kisumu East,34.775,-0.125,42,2,NA,FE006,AP004,5,16,24,0,-99,-99,-99,1st fert. 2nd application,70,70,79
Kisumu,Kisumu East,34.775,-0.125,0,1,NA,FE006,AP004,5,21,32,0,-99,-99,-99,2nd fert. 1st application,70,70,79
Kisumu,Kisumu East,34.775,-0.125,42,2,NA,FE006,AP004,5,21,32,0,-99,-99,-99,2nd fert. 2nd application,70,70,79
Kisumu,Kisumu East,34.775,-0.125,0,1,NA,FE006,AP004,5,16,24,0,-99,-99,-99,3rd fert. 1st application,70,70,79
Kisumu,Kisumu East,34.775,-0.125,42,2,NA,FE006,AP004,5,26,40,0,-99,-99,-99,3rd fert. 2nd application,70,70,79
Kisumu,Kisumu East,34.825,-0.125,0,1,NA,FE006,AP004,5,49,36,0,-99,-99,-99,1st fert. 1st application,72,78,78
Kisumu,Kisumu East,34.825,-0.125,42,2,NA,FE006,AP004,5,29,22,0,-99,-99,-99,1st fert. 2nd application,72,78,78
Kisumu,Kisumu East,34.825,-0.125,0,1,NA,FE006,AP004,5,39,29,0,-99,-99,-99,2nd fert. 1st application,72,78,78
Kisumu,Kisumu East,34.825,-0.125,42,2,NA,FE006,AP004,5,39,29,0,-99,-99,-99,2nd fert. 2nd application,72,78,78
Kisumu,Kisumu East,34.825,-0.125,0,1,NA,FE006,AP004,5,29,22,0,-99,-99,-99,3rd fert. 1st application,72,78,78
Kisumu,Kisumu East,34.825,-0.125,42,2,NA,FE006,AP004,5,49,36,0,-99,-99,-99,3rd fert. 2nd application,72,78,78
Kisumu,Nyando,34.875,-0.125,0,1,NA,FE006,AP004,5,63,43,0,-99,-99,-99,1st fert. 1st application,63,68,79
Kisumu,Nyando,34.875,-0.125,42,2,NA,FE006,AP004,5,38,26,0,-99,-99,-99,1st fert. 2nd application,63,68,79
Kisumu,Nyando,34.875,-0.125,0,1,NA,FE006,AP004,5,50,35,0,-99,-99,-99,2nd fert. 1st application,63,68,79
Kisumu,Nyando,34.875,-0.125,42,2,NA,FE006,AP004,5,50,35,0,-99,-99,-99,2nd fert. 2nd application,63,68,79
Kisumu,Nyando,34.875,-0.125,0,1,NA,FE006,AP004,5,38,26,0,-99,-99,-99,3rd fert. 1st application,63,68,79
Kisumu,Nyando,34.875,-0.125,42,2,NA,FE006,AP004,5,63,43,0,-99,-99,-99,3rd fert. 2nd application,63,68,79
Kisumu,Muhoroni,34.925,-0.125,0,1,NA,FE006,AP004,5,36,74,0,-99,-99,-99,1st fert. 1st application,61,66,79
Kisumu,Muhoroni,34.925,-0.125,42,2,NA,FE006,AP004,5,21,45,0,-99,-99,-99,1st fert. 2nd application,61,66,79
Kisumu,Muhoroni,34.925,-0.125,0,1,NA,FE006,AP004,5,29,59,0,-99,-99,-99,2nd fert. 1st application,61,66,79
Kisumu,Muhoroni,34.925,-0.125,42,2,NA,FE006,AP004,5,29,59,0,-99,-99,-99,2nd fert. 2nd application,61,66,79
Kisumu,Muhoroni,34.925,-0.125,0,1,NA,FE006,AP004,5,21,45,0,-99,-99,-99,3rd fert. 1st application,61,66,79
Kisumu,Muhoroni,34.925,-0.125,42,2,NA,FE006,AP004,5,36,74,0,-99,-99,-99,3rd fert. 2nd application,61,66,79
Kisumu,Muhoroni,34.975,-0.125,0,1,NA,FE006,AP004,5,41,33,0,-99,-99,-99,1st fert. 1st application,63,71,74
Kisumu,Muhoroni,34.975,-0.125,42,2,NA,FE006,AP004,5,25,20,0,-99,-99,-99,1st fert. 2nd application,63,71,74
Kisumu,Muhoroni,34.975,-0.125,0,1,NA,FE006,AP004,5,33,26,0,-99,-99,-99,2nd fert. 1st application,63,71,74
Kisumu,Muhoroni,34.975,-0.125,42,2,NA,FE006,AP004,5,33,26,0,-99,-99,-99,2nd fert. 2nd application,63,71,74
Kisumu,Muhoroni,34.975,-0.125,0,1,NA,FE006,AP004,5,25,20,0,-99,-99,-99,3rd fert. 1st application,63,71,74
Kisumu,Muhoroni,34.975,-0.125,42,2,NA,FE006,AP004,5,41,33,0,-99,-99,-99,3rd fert. 2nd application,63,71,74
Kisumu,Muhoroni,35.025,-0.125,0,1,NA,FE006,AP004,5,37,30,0,-99,-99,-99,1st fert. 1st application,68,72,79
Kisumu,Muhoroni,35.025,-0.125,42,2,NA,FE006,AP004,5,22,18,0,-99,-99,-99,1st fert. 2nd application,68,72,79
Kisumu,Muhoroni,35.025,-0.125,0,1,NA,FE006,AP004,5,29,24,0,-99,-99,-99,2nd fert. 1st application,68,72,79
Kisumu,Muhoroni,35.025,-0.125,42,2,NA,FE006,AP004,5,29,24,0,-99,-99,-99,2nd fert. 2nd application,68,72,79
Kisumu,Muhoroni,35.025,-0.125,0,1,NA,FE006,AP004,5,22,18,0,-99,-99,-99,3rd fert. 1st application,68,72,79
Kisumu,Muhoroni,35.025,-0.125,42,2,NA,FE006,AP004,5,37,30,0,-99,-99,-99,3rd fert. 2nd application,68,72,79
Kisumu,Muhoroni,35.075,-0.125,0,1,NA,FE006,AP004,5,32,32,0,-99,-99,-99,1st fert. 1st application,66,66,73
Kisumu,Muhoroni,35.075,-0.125,42,2,NA,FE006,AP004,5,19,19,0,-99,-99,-99,1st fert. 2nd application,66,66,73
Kisumu,Muhoroni,35.075,-0.125,0,1,NA,FE006,AP004,5,26,26,0,-99,-99,-99,2nd fert. 1st application,66,66,73
Kisumu,Muhoroni,35.075,-0.125,42,2,NA,FE006,AP004,5,26,26,0,-99,-99,-99,2nd fert. 2nd application,66,66,73
Kisumu,Muhoroni,35.075,-0.125,0,1,NA,FE006,AP004,5,19,19,0,-99,-99,-99,3rd fert. 1st application,66,66,73
Kisumu,Muhoroni,35.075,-0.125,42,2,NA,FE006,AP004,5,32,32,0,-99,-99,-99,3rd fert. 2nd application,66,66,73
Kisumu,Muhoroni,35.125,-0.125,0,1,NA,FE006,AP004,5,46,60,0,-99,-99,-99,1st fert. 1st application,64,67,80
Kisumu,Muhoroni,35.125,-0.125,42,2,NA,FE006,AP004,5,27,36,0,-99,-99,-99,1st fert. 2nd application,64,67,80
Kisumu,Muhoroni,35.125,-0.125,0,1,NA,FE006,AP004,5,37,48,0,-99,-99,-99,2nd fert. 1st application,64,67,80
Kisumu,Muhoroni,35.125,-0.125,42,2,NA,FE006,AP004,5,37,48,0,-99,-99,-99,2nd fert. 2nd application,64,67,80
Kisumu,Muhoroni,35.125,-0.125,0,1,NA,FE006,AP004,5,27,36,0,-99,-99,-99,3rd fert. 1st application,64,67,80
Kisumu,Muhoroni,35.125,-0.125,42,2,NA,FE006,AP004,5,46,60,0,-99,-99,-99,3rd fert. 2nd application,64,67,80
Kisumu,Muhoroni,35.175,-0.125,0,1,NA,FE006,AP004,5,46,56,0,-99,-99,-99,1st fert. 1st application,62,63,63
Kisumu,Muhoroni,35.175,-0.125,42,2,NA,FE006,AP004,5,27,34,0,-99,-99,-99,1st fert. 2nd application,62,63,63
Kisumu,Muhoroni,35.175,-0.125,0,1,NA,FE006,AP004,5,37,45,0,-99,-99,-99,2nd fert. 1st application,62,63,63
Kisumu,Muhoroni,35.175,-0.125,42,2,NA,FE006,AP004,5,37,45,0,-99,-99,-99,2nd fert. 2nd application,62,63,63
Kisumu,Muhoroni,35.175,-0.125,0,1,NA,FE006,AP004,5,27,34,0,-99,-99,-99,3rd fert. 1st application,62,63,63
Kisumu,Muhoroni,35.175,-0.125,42,2,NA,FE006,AP004,5,46,56,0,-99,-99,-99,3rd fert. 2nd application,62,63,63
Kisumu,Muhoroni,35.225,-0.125,0,1,NA,FE006,AP004,5,43,70,0,-99,-99,-99,1st fert. 1st application,72,74,78
Kisumu,Muhoroni,35.225,-0.125,42,2,NA,FE006,AP004,5,26,42,0,-99,-99,-99,1st fert. 2nd application,72,74,78
Kisumu,Muhoroni,35.225,-0.125,0,1,NA,FE006,AP004,5,35,56,0,-99,-99,-99,2nd fert. 1st application,72,74,78
Kisumu,Muhoroni,35.225,-0.125,42,2,NA,FE006,AP004,5,35,56,0,-99,-99,-99,2nd fert. 2nd application,72,74,78
Kisumu,Muhoroni,35.225,-0.125,0,1,NA,FE006,AP004,5,26,42,0,-99,-99,-99,3rd fert. 1st application,72,74,78
Kisumu,Muhoroni,35.225,-0.125,42,2,NA,FE006,AP004,5,43,70,0,-99,-99,-99,3rd fert. 2nd application,72,74,78
Kisumu,Seme,34.475,-0.175,0,1,NA,FE006,AP004,5,33,59,0,-99,-99,-99,1st fert. 1st application,70,73,75
Kisumu,Seme,34.475,-0.175,42,2,NA,FE006,AP004,5,20,35,0,-99,-99,-99,1st fert. 2nd application,70,73,75
Kisumu,Seme,34.475,-0.175,0,1,NA,FE006,AP004,5,26,47,0,-99,-99,-99,2nd fert. 1st application,70,73,75
Kisumu,Seme,34.475,-0.175,42,2,NA,FE006,AP004,5,26,47,0,-99,-99,-99,2nd fert. 2nd application,70,73,75
Kisumu,Seme,34.475,-0.175,0,1,NA,FE006,AP004,5,20,35,0,-99,-99,-99,3rd fert. 1st application,70,73,75
Kisumu,Seme,34.475,-0.175,42,2,NA,FE006,AP004,5,33,59,0,-99,-99,-99,3rd fert. 2nd application,70,73,75
Kisumu,Seme,34.525,-0.175,0,1,NA,FE006,AP004,5,32,62,0,-99,-99,-99,1st fert. 1st application,73,76,76
Kisumu,Seme,34.525,-0.175,42,2,NA,FE006,AP004,5,19,37,0,-99,-99,-99,1st fert. 2nd application,73,76,76
Kisumu,Seme,34.525,-0.175,0,1,NA,FE006,AP004,5,26,49,0,-99,-99,-99,2nd fert. 1st application,73,76,76
Kisumu,Seme,34.525,-0.175,42,2,NA,FE006,AP004,5,26,49,0,-99,-99,-99,2nd fert. 2nd application,73,76,76
Kisumu,Seme,34.525,-0.175,0,1,NA,FE006,AP004,5,19,37,0,-99,-99,-99,3rd fert. 1st application,73,76,76
Kisumu,Seme,34.525,-0.175,42,2,NA,FE006,AP004,5,32,62,0,-99,-99,-99,3rd fert. 2nd application,73,76,76
Kisumu,Seme,34.575,-0.175,0,1,NA,FE006,AP004,5,37,51,0,-99,-99,-99,1st fert. 1st application,66,69,80
Kisumu,Seme,34.575,-0.175,42,2,NA,FE006,AP004,5,22,31,0,-99,-99,-99,1st fert. 2nd application,66,69,80
Kisumu,Seme,34.575,-0.175,0,1,NA,FE006,AP004,5,29,41,0,-99,-99,-99,2nd fert. 1st application,66,69,80
Kisumu,Seme,34.575,-0.175,42,2,NA,FE006,AP004,5,29,41,0,-99,-99,-99,2nd fert. 2nd application,66,69,80
Kisumu,Seme,34.575,-0.175,0,1,NA,FE006,AP004,5,22,31,0,-99,-99,-99,3rd fert. 1st application,66,69,80
Kisumu,Seme,34.575,-0.175,42,2,NA,FE006,AP004,5,37,51,0,-99,-99,-99,3rd fert. 2nd application,66,69,80
Kisumu,Kisumu West,34.625,-0.175,0,1,NA,FE006,AP004,5,48,58,0,-99,-99,-99,1st fert. 1st application,60,64,68
Kisumu,Kisumu West,34.625,-0.175,42,2,NA,FE006,AP004,5,29,35,0,-99,-99,-99,1st fert. 2nd application,60,64,68
Kisumu,Kisumu West,34.625,-0.175,0,1,NA,FE006,AP004,5,39,46,0,-99,-99,-99,2nd fert. 1st application,60,64,68
Kisumu,Kisumu West,34.625,-0.175,42,2,NA,FE006,AP004,5,39,46,0,-99,-99,-99,2nd fert. 2nd application,60,64,68
Kisumu,Kisumu West,34.625,-0.175,0,1,NA,FE006,AP004,5,29,35,0,-99,-99,-99,3rd fert. 1st application,60,64,68
Kisumu,Kisumu West,34.625,-0.175,42,2,NA,FE006,AP004,5,48,58,0,-99,-99,-99,3rd fert. 2nd application,60,64,68
Kisumu,Kisumu Central,34.675,-0.175,0,1,NA,FE006,AP004,5,38,66,0,-99,-99,-99,1st fert. 1st application,65,65,77
Kisumu,Kisumu Central,34.675,-0.175,42,2,NA,FE006,AP004,5,23,40,0,-99,-99,-99,1st fert. 2nd application,65,65,77
Kisumu,Kisumu Central,34.675,-0.175,0,1,NA,FE006,AP004,5,31,53,0,-99,-99,-99,2nd fert. 1st application,65,65,77
Kisumu,Kisumu Central,34.675,-0.175,42,2,NA,FE006,AP004,5,31,53,0,-99,-99,-99,2nd fert. 2nd application,65,65,77
Kisumu,Kisumu Central,34.675,-0.175,0,1,NA,FE006,AP004,5,23,40,0,-99,-99,-99,3rd fert. 1st application,65,65,77
Kisumu,Kisumu Central,34.675,-0.175,42,2,NA,FE006,AP004,5,38,66,0,-99,-99,-99,3rd fert. 2nd application,65,65,77
Kisumu,Kisumu East,34.725,-0.175,0,1,NA,FE006,AP004,5,68,64,0,-99,-99,-99,1st fert. 1st application,62,65,75
Kisumu,Kisumu East,34.725,-0.175,42,2,NA,FE006,AP004,5,41,39,0,-99,-99,-99,1st fert. 2nd application,62,65,75
Kisumu,Kisumu East,34.725,-0.175,0,1,NA,FE006,AP004,5,54,51,0,-99,-99,-99,2nd fert. 1st application,62,65,75
Kisumu,Kisumu East,34.725,-0.175,42,2,NA,FE006,AP004,5,54,51,0,-99,-99,-99,2nd fert. 2nd application,62,65,75
Kisumu,Kisumu East,34.725,-0.175,0,1,NA,FE006,AP004,5,41,39,0,-99,-99,-99,3rd fert. 1st application,62,65,75
Kisumu,Kisumu East,34.725,-0.175,42,2,NA,FE006,AP004,5,68,64,0,-99,-99,-99,3rd fert. 2nd application,62,65,75
Kisumu,Kisumu East,34.775,-0.175,0,1,NA,FE006,AP004,5,27,74,0,-99,-99,-99,1st fert. 1st application,68,70,77
Kisumu,Kisumu East,34.775,-0.175,42,2,NA,FE006,AP004,5,16,44,0,-99,-99,-99,1st fert. 2nd application,68,70,77
Kisumu,Kisumu East,34.775,-0.175,0,1,NA,FE006,AP004,5,22,59,0,-99,-99,-99,2nd fert. 1st application,68,70,77
Kisumu,Kisumu East,34.775,-0.175,42,2,NA,FE006,AP004,5,22,59,0,-99,-99,-99,2nd fert. 2nd application,68,70,77
Kisumu,Kisumu East,34.775,-0.175,0,1,NA,FE006,AP004,5,16,44,0,-99,-99,-99,3rd fert. 1st application,68,70,77
Kisumu,Kisumu East,34.775,-0.175,42,2,NA,FE006,AP004,5,27,74,0,-99,-99,-99,3rd fert. 2nd application,68,70,77
Kisumu,Nyando,34.825,-0.175,0,1,NA,FE006,AP004,5,47,47,0,-99,-99,-99,1st fert. 1st application,62,65,68
Kisumu,Nyando,34.825,-0.175,42,2,NA,FE006,AP004,5,28,28,0,-99,-99,-99,1st fert. 2nd application,62,65,68
Kisumu,Nyando,34.825,-0.175,0,1,NA,FE006,AP004,5,38,38,0,-99,-99,-99,2nd fert. 1st application,62,65,68
Kisumu,Nyando,34.825,-0.175,42,2,NA,FE006,AP004,5,38,38,0,-99,-99,-99,2nd fert. 2nd application,62,65,68
Kisumu,Nyando,34.825,-0.175,0,1,NA,FE006,AP004,5,28,28,0,-99,-99,-99,3rd fert. 1st application,62,65,68
Kisumu,Nyando,34.825,-0.175,42,2,NA,FE006,AP004,5,47,47,0,-99,-99,-99,3rd fert. 2nd application,62,65,68
Kisumu,Nyando,34.875,-0.175,0,1,NA,FE006,AP004,5,65,41,0,-99,-99,-99,1st fert. 1st application,64,69,71
Kisumu,Nyando,34.875,-0.175,42,2,NA,FE006,AP004,5,39,24,0,-99,-99,-99,1st fert. 2nd application,64,69,71
Kisumu,Nyando,34.875,-0.175,0,1,NA,FE006,AP004,5,52,32,0,-99,-99,-99,2nd fert. 1st application,64,69,71
Kisumu,Nyando,34.875,-0.175,42,2,NA,FE006,AP004,5,52,32,0,-99,-99,-99,2nd fert. 2nd application,64,69,71
Kisumu,Nyando,34.875,-0.175,0,1,NA,FE006,AP004,5,39,24,0,-99,-99,-99,3rd fert. 1st application,64,69,71
Kisumu,Nyando,34.875,-0.175,42,2,NA,FE006,AP004,5,65,41,0,-99,-99,-99,3rd fert. 2nd application,64,69,71
Kisumu,Nyando,34.925,-0.175,0,1,NA,FE006,AP004,5,31,45,0,-99,-99,-99,1st fert. 1st application,64,67,70
Kisumu,Nyando,34.925,-0.175,42,2,NA,FE006,AP004,5,19,27,0,-99,-99,-99,1st fert. 2nd application,64,67,70
Kisumu,Nyando,34.925,-0.175,0,1,NA,FE006,AP004,5,25,36,0,-99,-99,-99,2nd fert. 1st application,64,67,70
Kisumu,Nyando,34.925,-0.175,42,2,NA,FE006,AP004,5,25,36,0,-99,-99,-99,2nd fert. 2nd application,64,67,70
Kisumu,Nyando,34.925,-0.175,0,1,NA,FE006,AP004,5,19,27,0,-99,-99,-99,3rd fert. 1st application,64,67,70
Kisumu,Nyando,34.925,-0.175,42,2,NA,FE006,AP004,5,31,45,0,-99,-99,-99,3rd fert. 2nd application,64,67,70
Kisumu,Nyando,34.975,-0.175,0,1,NA,FE006,AP004,5,53,26,0,-99,-99,-99,1st fert. 1st application,67,67,73
Kisumu,Nyando,34.975,-0.175,42,2,NA,FE006,AP004,5,32,15,0,-99,-99,-99,1st fert. 2nd application,67,67,73
Kisumu,Nyando,34.975,-0.175,0,1,NA,FE006,AP004,5,42,20,0,-99,-99,-99,2nd fert. 1st application,67,67,73
Kisumu,Nyando,34.975,-0.175,42,2,NA,FE006,AP004,5,42,20,0,-99,-99,-99,2nd fert. 2nd application,67,67,73
Kisumu,Nyando,34.975,-0.175,0,1,NA,FE006,AP004,5,32,15,0,-99,-99,-99,3rd fert. 1st application,67,67,73
Kisumu,Nyando,34.975,-0.175,42,2,NA,FE006,AP004,5,53,26,0,-99,-99,-99,3rd fert. 2nd application,67,67,73
Kisumu,Nyando,35.025,-0.175,0,1,NA,FE006,AP004,5,35,34,0,-99,-99,-99,1st fert. 1st application,64,71,75
Kisumu,Nyando,35.025,-0.175,42,2,NA,FE006,AP004,5,21,21,0,-99,-99,-99,1st fert. 2nd application,64,71,75
Kisumu,Nyando,35.025,-0.175,0,1,NA,FE006,AP004,5,28,27,0,-99,-99,-99,2nd fert. 1st application,64,71,75
Kisumu,Nyando,35.025,-0.175,42,2,NA,FE006,AP004,5,28,27,0,-99,-99,-99,2nd fert. 2nd application,64,71,75
Kisumu,Nyando,35.025,-0.175,0,1,NA,FE006,AP004,5,21,21,0,-99,-99,-99,3rd fert. 1st application,64,71,75
Kisumu,Nyando,35.025,-0.175,42,2,NA,FE006,AP004,5,35,34,0,-99,-99,-99,3rd fert. 2nd application,64,71,75
Kisumu,Nyando,35.075,-0.175,0,1,NA,FE006,AP004,5,31,67,0,-99,-99,-99,1st fert. 1st application,65,68,73
Kisumu,Nyando,35.075,-0.175,42,2,NA,FE006,AP004,5,19,40,0,-99,-99,-99,1st fert. 2nd application,65,68,73
Kisumu,Nyando,35.075,-0.175,0,1,NA,FE006,AP004,5,25,54,0,-99,-99,-99,2nd fert. 1st application,65,68,73
Kisumu,Nyando,35.075,-0.175,42,2,NA,FE006,AP004,5,25,54,0,-99,-99,-99,2nd fert. 2nd application,65,68,73
Kisumu,Nyando,35.075,-0.175,0,1,NA,FE006,AP004,5,19,40,0,-99,-99,-99,3rd fert. 1st application,65,68,73
Kisumu,Nyando,35.075,-0.175,42,2,NA,FE006,AP004,5,31,67,0,-99,-99,-99,3rd fert. 2nd application,65,68,73
Kisumu,Muhoroni,35.225,-0.175,0,1,NA,FE006,AP004,5,63,37,0,-99,-99,-99,1st fert. 1st application,64,75,77
Kisumu,Muhoroni,35.225,-0.175,42,2,NA,FE006,AP004,5,38,22,0,-99,-99,-99,1st fert. 2nd application,64,75,77
Kisumu,Muhoroni,35.225,-0.175,0,1,NA,FE006,AP004,5,50,29,0,-99,-99,-99,2nd fert. 1st application,64,75,77
Kisumu,Muhoroni,35.225,-0.175,42,2,NA,FE006,AP004,5,50,29,0,-99,-99,-99,2nd fert. 2nd application,64,75,77
Kisumu,Muhoroni,35.225,-0.175,0,1,NA,FE006,AP004,5,38,22,0,-99,-99,-99,3rd fert. 1st application,64,75,77
Kisumu,Muhoroni,35.225,-0.175,42,2,NA,FE006,AP004,5,63,37,0,-99,-99,-99,3rd fert. 2nd application,64,75,77
Kisumu,Muhoroni,35.275,-0.175,0,1,NA,FE006,AP004,5,70,37,0,-99,-99,-99,1st fert. 1st application,67,72,73
Kisumu,Muhoroni,35.275,-0.175,42,2,NA,FE006,AP004,5,42,22,0,-99,-99,-99,1st fert. 2nd application,67,72,73
Kisumu,Muhoroni,35.275,-0.175,0,1,NA,FE006,AP004,5,56,30,0,-99,-99,-99,2nd fert. 1st application,67,72,73
Kisumu,Muhoroni,35.275,-0.175,42,2,NA,FE006,AP004,5,56,30,0,-99,-99,-99,2nd fert. 2nd application,67,72,73
Kisumu,Muhoroni,35.275,-0.175,0,1,NA,FE006,AP004,5,42,22,0,-99,-99,-99,3rd fert. 1st application,67,72,73
Kisumu,Muhoroni,35.275,-0.175,42,2,NA,FE006,AP004,5,70,37,0,-99,-99,-99,3rd fert. 2nd application,67,72,73
Kisumu,Muhoroni,35.325,-0.175,0,1,NA,FE006,AP004,5,44,29,0,-99,-99,-99,1st fert. 1st application,71,72,77
Kisumu,Muhoroni,35.325,-0.175,42,2,NA,FE006,AP004,5,26,17,0,-99,-99,-99,1st fert. 2nd application,71,72,77
Kisumu,Muhoroni,35.325,-0.175,0,1,NA,FE006,AP004,5,35,23,0,-99,-99,-99,2nd fert. 1st application,71,72,77
Kisumu,Muhoroni,35.325,-0.175,42,2,NA,FE006,AP004,5,35,23,0,-99,-99,-99,2nd fert. 2nd application,71,72,77
Kisumu,Muhoroni,35.325,-0.175,0,1,NA,FE006,AP004,5,26,17,0,-99,-99,-99,3rd fert. 1st application,71,72,77
Kisumu,Muhoroni,35.325,-0.175,42,2,NA,FE006,AP004,5,44,29,0,-99,-99,-99,3rd fert. 2nd application,71,72,77
Kisumu,Seme,34.525,-0.025,0,1,NA,FE006,AP004,5,58,37,0,-99,-99,-99,1st fert. 1st application,66,74,77
Kisumu,Seme,34.525,-0.025,42,2,NA,FE006,AP004,5,35,22,0,-99,-99,-99,1st fert. 2nd application,66,74,77
Kisumu,Seme,34.525,-0.025,0,1,NA,FE006,AP004,5,47,30,0,-99,-99,-99,2nd fert. 1st application,66,74,77
Kisumu,Seme,34.525,-0.025,42,2,NA,FE006,AP004,5,47,30,0,-99,-99,-99,2nd fert. 2nd application,66,74,77
Kisumu,Seme,34.525,-0.025,0,1,NA,FE006,AP004,5,35,22,0,-99,-99,-99,3rd fert. 1st application,66,74,77
Kisumu,Seme,34.525,-0.025,42,2,NA,FE006,AP004,5,58,37,0,-99,-99,-99,3rd fert. 2nd application,66,74,77
Kisumu,Kisumu West,34.625,-0.025,0,1,NA,FE006,AP004,5,30,62,0,-99,-99,-99,1st fert. 1st application,65,70,72
Kisumu,Kisumu West,34.625,-0.025,42,2,NA,FE006,AP004,5,18,37,0,-99,-99,-99,1st fert. 2nd application,65,70,72
Kisumu,Kisumu West,34.625,-0.025,0,1,NA,FE006,AP004,5,24,49,0,-99,-99,-99,2nd fert. 1st application,65,70,72
Kisumu,Kisumu West,34.625,-0.025,42,2,NA,FE006,AP004,5,24,49,0,-99,-99,-99,2nd fert. 2nd application,65,70,72
Kisumu,Kisumu West,34.625,-0.025,0,1,NA,FE006,AP004,5,18,37,0,-99,-99,-99,3rd fert. 1st application,65,70,72
Kisumu,Kisumu West,34.625,-0.025,42,2,NA,FE006,AP004,5,30,62,0,-99,-99,-99,3rd fert. 2nd application,65,70,72
Kisumu,Kisumu West,34.675,-0.025,0,1,NA,FE006,AP004,5,44,67,0,-99,-99,-99,1st fert. 1st application,65,71,78
Kisumu,Kisumu West,34.675,-0.025,42,2,NA,FE006,AP004,5,27,40,0,-99,-99,-99,1st fert. 2nd application,65,71,78
Kisumu,Kisumu West,34.675,-0.025,0,1,NA,FE006,AP004,5,35,54,0,-99,-99,-99,2nd fert. 1st application,65,71,78
Kisumu,Kisumu West,34.675,-0.025,42,2,NA,FE006,AP004,5,35,54,0,-99,-99,-99,2nd fert. 2nd application,65,71,78
Kisumu,Kisumu West,34.675,-0.025,0,1,NA,FE006,AP004,5,27,40,0,-99,-99,-99,3rd fert. 1st application,65,71,78
Kisumu,Kisumu West,34.675,-0.025,42,2,NA,FE006,AP004,5,44,67,0,-99,-99,-99,3rd fert. 2nd application,65,71,78
Kisumu,Kisumu West,34.725,-0.025,0,1,NA,FE006,AP004,5,39,50,0,-99,-99,-99,1st fert. 1st application,65,66,78
Kisumu,Kisumu West,34.725,-0.025,42,2,NA,FE006,AP004,5,23,30,0,-99,-99,-99,1st fert. 2nd application,65,66,78
Kisumu,Kisumu West,34.725,-0.025,0,1,NA,FE006,AP004,5,31,40,0,-99,-99,-99,2nd fert. 1st application,65,66,78
Kisumu,Kisumu West,34.725,-0.025,42,2,NA,FE006,AP004,5,31,40,0,-99,-99,-99,2nd fert. 2nd application,65,66,78
Kisumu,Kisumu West,34.725,-0.025,0,1,NA,FE006,AP004,5,23,30,0,-99,-99,-99,3rd fert. 1st application,65,66,78
Kisumu,Kisumu West,34.725,-0.025,42,2,NA,FE006,AP004,5,39,50,0,-99,-99,-99,3rd fert. 2nd application,65,66,78
Kisumu,Kisumu East,34.775,-0.025,0,1,NA,FE006,AP004,5,66,44,0,-99,-99,-99,1st fert. 1st application,72,79,80
Kisumu,Kisumu East,34.775,-0.025,42,2,NA,FE006,AP004,5,39,27,0,-99,-99,-99,1st fert. 2nd application,72,79,80
Kisumu,Kisumu East,34.775,-0.025,0,1,NA,FE006,AP004,5,53,36,0,-99,-99,-99,2nd fert. 1st application,72,79,80
